_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
5111719,39.5192,-78.9737,5000,ANF,ML,2.7,VIRGINIA,2015-01-19T19:16:31,2015/01/19 14:16:31-05,1,1
4808636,39.718,-79.7061,1500,ANF,ML,2,WEST VIRGINIA,2014-05-30T16:27:37,2014/05/30 12:27:37-04,0,1
4820590,40.461,-77.9123,1100,ANF,ML,2.1,PENNSYLVANIA,2014-07-08T17:45:42,2014/07/08 13:45:42-04,0,1
4220889,37.8206,-81.9943,700,ANF,ML,2.7,WEST VIRGINIA,2012-12-04T21:50:05,2012/12/04 16:50:05-05,0,1
4820705,37.2714,-81.9683,1000,ANF,ML,2.1,WEST VIRGINIA,2014-07-17T21:01:29,2014/07/17 17:01:29-04,0,1
usp000jyg3,44.493,-74.066,5000,NEIC,ml,2.4,New York,2013-01-16T13:46:38.700Z,2013/01/16 08:46:38-05,0,0
ld60032203,45.1088,-74.0078,9900,NEIC,ml,2.7,"1km W of Ormstown, Canada",2013-12-21T15:21:16.200Z,2013/12/21 10:21:16-05,0,0
5006159,43.0043,-76.0495,15500,ANF,ML,2,NEW YORK,2014-08-13T17:34:13,2014/08/13 13:34:13-04,1,1
5007511,43.3051,-73.6058,14200,ANF,ML,1.9,NEW YORK,2014-10-10T16:30:31,2014/10/10 12:30:31-04,1,1
4225610,37.6725,-82.509,9000,ANF,ML,2.6,WEST VIRGINIA,2013-03-23T14:38:11,2013/03/23 10:38:11-04,0,1
5007536,43.0096,-76.3423,13700,ANF,ML,2.1,NEW YORK,2014-10-14T17:01:19,2014/10/14 13:01:19-04,1,1
5007545,42.5192,-73.8638,11800,ANF,ML,2.2,NEW YORK,2014-10-16T19:28:39,2014/10/16 15:28:39-04,1,1
5007564,38.0586,-81.6822,14100,ANF,ML,2.5,WEST VIRGINIA,2014-10-21T19:16:41,2014/10/21 15:16:41-04,1,1
5109407,37.8311,-82.0832,5500,ANF,ML,2.9,WEST VIRGINIA,2014-12-27T21:22:15,2014/12/27 16:22:15-05,1,1
5114978,38.1486,-80.4653,6400,ANF,ML,2.4,WEST VIRGINIA,2015-03-14T14:19:53,2015/03/14 10:19:53-04,1,1
4219219,38.0107,-81.2964,11000,ANF,ML,2.8,WEST VIRGINIA,2012-10-27T17:31:53,2012/10/27 13:31:53-04,1,1
5110377,38.0462,-81.3212,7300,ANF,ML,2.4,WEST VIRGINIA,2014-11-14T21:35:05,2014/11/14 16:35:05-05,1,1
5110392,40.4204,-78.5926,2300,ANF,ML,1.6,PENNSYLVANIA,2014-11-17T17:59:16,2014/11/17 12:59:16-05,1,1
5110400,37.8975,-81.26,9600,ANF,ML,2.4,WEST VIRGINIA,2014-11-18T18:59:52,2014/11/18 13:59:52-05,1,1
4488459,38.1213,-81.3253,26200,ANF,ML,2.7,WEST VIRGINIA,2013-10-09T16:18:55,2013/10/09 12:18:55-04,1,1
ld60064701,44.7115,-73.873,9400,NEIC,ml,1.63,"11km W of Dannemora, New York",2014-02-23T02:19:09.070Z,2014/02/22 21:19:09-05,0,0
ld60034308,41.0103333,-80.5433333,2540,NEIC,ml,3,"2km SSW of Lowellville, Ohio",2014-03-10T06:26:45.900Z,2014/03/10 02:26:45-04,0,0
4219110,37.6858,-82.0634,1300,ANF,ML,2.8,WEST VIRGINIA,2012-10-17T16:39:38,2012/10/17 12:39:38-04,1,1
4310392,38.4767,-80.5862,14900,ANF,ML,2.5,WEST VIRGINIA,2013-02-08T21:11:38,2013/02/08 16:11:38-05,1,1
4310493,37.6629,-82.5712,2300,ANF,ML,2.1,WEST VIRGINIA,2013-02-16T15:23:11,2013/02/16 10:23:11-05,1,1
4310500,37.7911,-81.774,8500,ANF,ML,2,WEST VIRGINIA,2013-02-16T20:59:05,2013/02/16 15:59:05-05,1,1
4225403,37.7421,-82.0317,2100,ANF,ML,2.4,WEST VIRGINIA,2013-03-09T19:14:29,2013/03/09 14:14:29-05,1,1
4311103,37.8408,-81.5166,18400,ANF,ML,2.6,WEST VIRGINIA,2013-04-27T17:35:09,2013/04/27 13:35:09-04,1,1
4372640,37.7422,-81.7724,7400,ANF,ML,2.1,WEST VIRGINIA,2013-07-20T19:59:21,2013/07/20 15:59:21-04,1,1
4225293,37.7479,-81.9225,1700,ANF,ML,2.5,WEST VIRGINIA,2013-03-02T22:23:18,2013/03/02 17:23:18-05,1,1
4225339,38.4818,-80.5738,14900,ANF,ML,2.6,WEST VIRGINIA,2013-03-05T21:03:28,2013/03/05 16:03:28-05,1,1
4225342,37.7672,-82.0407,6400,ANF,ML,2.6,WEST VIRGINIA,2013-03-05T22:02:57,2013/03/05 17:02:57-05,1,1
4225372,37.8216,-81.7537,6600,ANF,ML,2.5,WEST VIRGINIA,2013-03-07T20:55:34,2013/03/07 15:55:34-05,1,1
4225374,38.0855,-81.3844,5500,ANF,ML,2.2,WEST VIRGINIA,2013-03-07T21:19:45,2013/03/07 16:19:45-05,1,1
ld60086416,43.6691667,-74.0811667,5000,NEIC,ml,1.85,"31km NW of Warrensburg, New York",2015-02-05T14:55:12.980Z,2015/02/05 09:55:12-05,0,0
ld60041403,44.7678333,-74.5895,6070,NEIC,ml,1.65,"24km WSW of Malone, New York",2015-02-08T09:34:30.170Z,2015/02/08 04:34:30-05,0,0
ld60041708,44.4508333,-74.824,5000,NEIC,ml,1.93,"21km SSE of Hannawa Falls, New York",2015-02-14T04:47:19.210Z,2015/02/13 23:47:19-05,0,0
se60004308,37.1195,-80.9853333,5740,NEIC,md,2.39,"11km E of Bland, Virginia",2015-02-17T10:24:38.640Z,2015/02/17 05:24:38-05,0,0
usp00091qc,42.73,-77.85,3000,NEIC,md,2.5,New York,1999-01-25T20:12:30.000Z,1999/01/25 15:12:30-05,0,0
usp000cc1v,40.251,-75.877,1000,NEIC,mblg,2.7,Pennsylvania,2003-11-04T13:37:31.800Z,2003/11/04 08:37:31-05,0,0
4372686,37.7582,-82.0482,3800,ANF,ML,2.5,WEST VIRGINIA,2013-07-25T21:27:56,2013/07/25 17:27:56-04,1,1
4372641,37.4751,-82.1093,9300,ANF,ML,2,WEST VIRGINIA,2013-07-20T22:29:02,2013/07/20 18:29:02-04,1,1
4372699,37.7507,-81.9874,7900,ANF,ML,2,WEST VIRGINIA,2013-07-27T22:52:50,2013/07/27 18:52:50-04,1,1
ld60059656,41.007,-73.6993,12000,NEIC,ml,1.8,"1km SW of Rye Brook, New York",2014-02-01T12:33:00.400Z,2014/02/01 07:33:00-05,0,0
ld60074201,41.0883333,-74.2823333,5000,NEIC,ml,1.2,"4km SW of Ringwood, New Jersey",2014-07-18T15:43:50.880Z,2014/07/18 11:43:50-04,0,0
4225618,37.9265,-81.2822,14100,ANF,ML,2.4,WEST VIRGINIA,2013-03-23T20:12:49,2013/03/23 16:12:49-04,1,1
4372569,37.474,-82.1245,2000,ANF,ML,1.9,WEST VIRGINIA,2013-07-14T18:30:54,2013/07/14 14:30:54-04,1,1
4488514,43.2812,-75.1449,10700,ANF,ML,2,NEW YORK,2013-10-12T16:40:50,2013/10/12 12:40:50-04,1,1
4488146,37.7376,-82.0274,1700,ANF,ML,2.4,WEST VIRGINIA,2013-11-21T17:44:16,2013/11/21 12:44:16-05,1,1
4369251,38.0254,-81.6674,8400,ANF,ML,2.2,WEST VIRGINIA,2013-05-11T13:23:11,2013/05/11 09:23:11-04,1,1
4369238,37.4129,-81.2464,3400,ANF,ML,2.4,WEST VIRGINIA,2013-05-10T21:09:45,2013/05/10 17:09:45-04,1,1
4369274,38.2045,-81.5873,5000,ANF,ML,2.6,WEST VIRGINIA,2013-05-13T19:47:49,2013/05/13 15:47:49-04,1,1
4766884,41.4671,-77.3508,11200,ANF,ML,2.7,PENNSYLVANIA,2014-03-20T19:14:58,2014/03/20 15:14:58-04,1,1
4766899,43.3044,-73.5926,15600,ANF,ML,1.9,NEW YORK,2014-03-21T15:50:41,2014/03/21 11:50:41-04,1,1
4309511,38.0446,-81.6737,7300,ANF,ML,2.6,WEST VIRGINIA,2012-11-08T21:14:05,2012/11/08 16:14:05-05,1,1
4309582,37.7239,-82.0587,12600,ANF,ML,2.9,WEST VIRGINIA,2012-11-20T21:48:27,2012/11/20 16:48:27-05,1,1
4309515,38.0736,-81.6343,5400,ANF,ML,2.7,WEST VIRGINIA,2012-11-09T17:45:03,2012/11/09 12:45:03-05,0,1
4766951,40.1954,-80.9603,14000,ANF,ML,2.5,PENNSYLVANIA,2014-03-24T19:54:27,2014/03/24 15:54:27-04,1,1
usp0000eu9,39.683,-78.17,15000,NEIC,lg,2.8,West Virginia,1976-01-30T18:58:49.800Z,1976/01/30 13:58:49-05,0,0
usp0000t83,41.352,-74.146,5000,NEIC,,2.1,New York,1978-03-05T07:53:25.600Z,1978/03/05 02:53:25-05,0,0
usp0000ukh,41.022,-74.335,6000,NEIC,,1.5,"Greater New York area, New Jersey",1978-05-18T01:29:37.900Z,1978/05/17 21:29:37-04,0,0
4310454,37.7425,-82.1238,1300,ANF,ML,2.4,WEST VIRGINIA,2013-02-14T16:15:50,2013/02/14 11:15:50-05,1,1
4309566,37.6988,-81.9889,5800,ANF,ML,2.9,WEST VIRGINIA,2012-11-17T19:20:04,2012/11/17 14:20:04-05,1,1
4220856,37.4488,-82.425,2400,ANF,ML,2.5,WEST VIRGINIA,2012-12-01T16:04:47,2012/12/01 11:04:47-05,1,1
4213045,37.2843,-81.6558,31500,ANF,ML,2.2,WEST VIRGINIA,2012-07-28T16:45:51,2012/07/28 12:45:51-04,1,1
4212970,37.971,-81.4594,400,ANF,ML,3.4,WEST VIRGINIA,2012-07-19T20:31:37,2012/07/19 16:31:37-04,0,1
4219060,38.0863,-80.4689,2500,ANF,ML,3.5,WEST VIRGINIA,2012-10-11T20:31:25,2012/10/11 16:31:25-04,0,1
4219092,37.727,-82.0337,4300,ANF,ML,3,WEST VIRGINIA,2012-10-15T20:49:10,2012/10/15 16:49:10-04,0,1
4219100,38.0615,-81.6272,2900,ANF,ML,2.4,WEST VIRGINIA,2012-10-16T19:46:41,2012/10/16 15:46:41-04,0,1
4310515,40.1843,-80.2491,14300,ANF,ML,2.4,PENNSYLVANIA,2013-02-18T21:38:54,2013/02/18 16:38:54-05,0,1
4223668,37.4264,-82.0664,10600,ANF,ML,2.7,WEST VIRGINIA,2013-01-31T21:25:55,2013/01/31 16:25:55-05,1,1
4310323,38.0333,-81.3964,15200,ANF,ML,2.1,WEST VIRGINIA,2013-02-04T20:53:20,2013/02/04 15:53:20-05,1,1
5153928,42.5197,-73.8582,11000,ANF,ML,2.2,NEW YORK,2015-05-08T17:14:18,2015/05/08 13:14:18-04,1,1
4223363,37.7831,-82.1181,5000,ANF,ML,2.6,WEST VIRGINIA,2013-01-09T21:44:16,2013/01/09 16:44:16-05,1,1
4223372,38.1184,-81.6854,3100,ANF,ML,2.9,WEST VIRGINIA,2013-01-10T16:38:18,2013/01/10 11:38:18-05,1,1
4223451,38.0459,-81.7129,9600,ANF,ML,2.6,WEST VIRGINIA,2013-01-16T21:04:51,2013/01/16 16:04:51-05,1,1
4223454,37.91,-81.3825,11800,ANF,ML,2.6,WEST VIRGINIA,2013-01-17T15:04:58,2013/01/17 10:04:58-05,1,1
4370001,37.4071,-81.9866,5300,ANF,ML,2.2,WEST VIRGINIA,2013-06-26T12:46:24,2013/06/26 08:46:24-04,0,1
4310501,38.1165,-82.0387,10100,ANF,ML,1.9,WEST VIRGINIA,2013-02-16T21:29:24,2013/02/16 16:29:24-05,0,1
4310308,37.9979,-81.4193,8700,ANF,ML,2.1,WEST VIRGINIA,2013-02-02T18:26:38,2013/02/02 13:26:38-05,1,1
5109382,37.3011,-81.8687,2600,ANF,ML,2.2,WEST VIRGINIA,2014-12-15T00:09:54,2014/12/14 19:09:54-05,1,0
5111690,40.1761,-80.6025,9200,ANF,ML,2.1,PENNSYLVANIA,2015-01-15T07:52:54,2015/01/15 02:52:54-05,1,0
4310514,37.8504,-81.8018,11400,ANF,ML,2.4,WEST VIRGINIA,2013-02-18T20:42:44,2013/02/18 15:42:44-05,1,1
4310520,37.7152,-82.1013,14900,ANF,ML,2.4,WEST VIRGINIA,2013-02-19T16:11:03,2013/02/19 11:11:03-05,1,1
4310546,37.8028,-81.5647,11400,ANF,ML,2.7,WEST VIRGINIA,2013-02-21T21:06:03,2013/02/21 16:06:03-05,1,1
4371837,38.0176,-81.4644,8300,ANF,ML,2.6,WEST VIRGINIA,2013-08-05T18:34:12,2013/08/05 14:34:12-04,1,1
4310558,38.3303,-81.0611,10500,ANF,ML,2.6,WEST VIRGINIA,2013-02-22T21:33:19,2013/02/22 16:33:19-05,1,1
4369527,37.8793,-81.614,2700,ANF,ML,2.7,WEST VIRGINIA,2013-05-24T19:41:52,2013/05/24 15:41:52-04,1,1
4369592,38.2004,-81.6073,5300,ANF,ML,2.5,WEST VIRGINIA,2013-05-29T19:42:27,2013/05/29 15:42:27-04,1,1
4310497,37.9575,-81.3195,2400,ANF,ML,2.4,WEST VIRGINIA,2013-02-16T18:29:55,2013/02/16 13:29:55-05,1,1
4372435,40.2251,-79.3527,6000,ANF,ML,1.8,PENNSYLVANIA,2013-07-03T00:56:14,2013/07/02 20:56:14-04,1,0
4374260,37.6759,-82.1346,3100,ANF,ML,2.4,WEST VIRGINIA,2013-09-18T15:19:54,2013/09/18 11:19:54-04,1,1
4374224,40.0941,-79.2731,6200,ANF,ML,2.1,PENNSYLVANIA,2013-09-16T14:36:32,2013/09/16 10:36:32-04,1,1
ld60039203,42.577,-79.0606667,2920,NEIC,ml,1.7,"5km S of Lake Erie Beach, New York",2014-11-29T04:18:26.590Z,2014/11/28 23:18:26-05,0,0
4372523,37.9017,-81.6507,14000,ANF,ML,1.7,WEST VIRGINIA,2013-07-11T05:16:37,2013/07/11 01:16:37-04,1,0
4372687,37.7625,-81.9259,6500,ANF,ML,2.1,WEST VIRGINIA,2013-07-25T23:08:53,2013/07/25 19:08:53-04,1,0
4812988,42.4942,-73.8793,8700,ANF,ML,2,NEW YORK,2014-04-10T18:55:02,2014/04/10 14:55:02-04,1,1
4812996,37.2395,-81.4443,3100,ANF,ML,2.4,WEST VIRGINIA,2014-04-11T13:54:17,2014/04/11 09:54:17-04,1,1
4808545,37.7337,-82.0497,10600,ANF,ML,2.3,WEST VIRGINIA,2014-05-19T21:13:55,2014/05/19 17:13:55-04,1,1
4808549,44.3694,-74.1286,12000,ANF,ML,2,NEW YORK,2014-05-20T16:02:03,2014/05/20 12:02:03-04,1,1
4808630,40.1383,-80.9429,12400,ANF,ML,2.3,PENNSYLVANIA,2014-05-29T19:48:15,2014/05/29 15:48:15-04,1,1
4808638,42.5018,-73.8077,5900,ANF,ML,2.1,NEW YORK,2014-05-30T17:09:05,2014/05/30 13:09:05-04,1,1
4815558,42.9137,-74.1243,6200,ANF,ML,1.7,NEW YORK,2014-06-05T14:10:43,2014/06/05 10:10:43-04,1,1
4815562,43.108,-73.8629,16200,ANF,ML,1.8,NEW YORK,2014-06-05T17:29:21,2014/06/05 13:29:21-04,1,1
4815773,43.1052,-73.8561,15000,ANF,ML,1.6,NEW YORK,2014-06-27T17:25:09,2014/06/27 13:25:09-04,1,1
4820552,43.6437,-73.8103,16700,ANF,ML,2.3,NEW YORK,2014-07-03T15:24:39,2014/07/03 11:24:39-04,1,1
4815639,39.7459,-79.7587,9700,ANF,ML,1.9,WEST VIRGINIA,2014-06-13T15:57:15,2014/06/13 11:57:15-04,1,1
4820632,41.4677,-77.3799,10000,ANF,ML,2.3,PENNSYLVANIA,2014-07-11T14:09:48,2014/07/11 10:09:48-04,1,1
4808483,37.8689,-81.6801,1000,ANF,ML,2.8,WEST VIRGINIA,2014-05-13T00:18:39,2014/05/12 20:18:39-04,1,0
4808587,37.3293,-81.9375,200,ANF,ML,2.4,WEST VIRGINIA,2014-05-23T20:03:45,2014/05/23 16:03:45-04,1,1
4223488,37.7617,-82.1772,3700,ANF,ML,2.5,WEST VIRGINIA,2013-01-18T21:50:11,2013/01/18 16:50:11-05,1,1
4223515,38.278,-81.6006,14200,ANF,ML,2.7,WEST VIRGINIA,2013-01-21T18:39:02,2013/01/21 13:39:02-05,1,1
4223523,38.3474,-81.1078,13500,ANF,ML,2.7,WEST VIRGINIA,2013-01-21T21:51:52,2013/01/21 16:51:52-05,1,1
4223534,37.8742,-81.7062,14100,ANF,ML,2.5,WEST VIRGINIA,2013-01-22T20:57:02,2013/01/22 15:57:02-05,1,1
4223557,38.0585,-81.6548,3800,ANF,ML,2.8,WEST VIRGINIA,2013-01-23T21:22:32,2013/01/23 16:22:32-05,1,1
4223580,38.0696,-81.6514,8000,ANF,ML,2.9,WEST VIRGINIA,2013-01-24T21:19:32,2013/01/24 16:19:32-05,1,1
4487941,41.4749,-77.3679,2700,ANF,ML,2.5,PENNSYLVANIA,2013-11-06T18:20:48,2013/11/06 13:20:48-05,1,1
4488204,41.4563,-77.3553,12800,ANF,ML,2.5,PENNSYLVANIA,2013-11-25T19:33:53,2013/11/25 14:33:53-05,1,1
4369248,39.0175,-82.3212,17900,ANF,ML,2,OHIO,2013-05-10T23:22:36,2013/05/10 19:22:36-04,0,0
4820755,39.2736,-77.8056,13300,ANF,ML,1.6,VIRGINIA,2014-07-23T16:12:59,2014/07/23 12:12:59-04,1,1
4220912,37.8621,-81.887,200,ANF,ML,2.8,WEST VIRGINIA,2012-12-06T20:14:51,2012/12/06 15:14:51-05,1,1
4221103,37.8229,-81.7835,600,ANF,ML,2.6,WEST VIRGINIA,2012-12-26T21:38:07,2012/12/26 16:38:07-05,1,1
4223312,37.7631,-82.0004,100,ANF,ML,2.7,WEST VIRGINIA,2013-01-04T21:45:03,2013/01/04 16:45:03-05,1,1
5109400,37.3535,-81.5257,1300,ANF,ML,2.4,WEST VIRGINIA,2014-12-19T19:22:55,2014/12/19 14:22:55-05,1,1
5111680,38.1428,-80.4808,1300,ANF,ML,1.7,WEST VIRGINIA,2015-01-13T20:55:35,2015/01/13 15:55:35-05,1,1
5114921,38.0445,-81.5596,1200,ANF,ML,2.5,WEST VIRGINIA,2015-03-02T21:58:31,2015/03/02 16:58:31-05,1,1
4311041,38.242,-81.5706,400,ANF,ML,2.5,WEST VIRGINIA,2013-04-22T20:55:59,2013/04/22 16:55:59-04,1,1
4219162,38.1043,-81.8739,7400,ANF,ML,2.7,WEST VIRGINIA,2012-10-22T19:24:16,2012/10/22 15:24:16-04,1,1
4219196,37.7373,-82.2364,3900,ANF,ML,2.6,WEST VIRGINIA,2012-10-25T18:09:18,2012/10/25 14:09:18-04,1,1
4223649,38.3481,-81.0627,13300,ANF,ML,2.2,WEST VIRGINIA,2013-01-29T21:48:27,2013/01/29 16:48:27-05,1,1
4223654,37.8792,-81.3145,12900,ANF,ML,2.9,WEST VIRGINIA,2013-01-30T17:46:24,2013/01/30 12:46:24-05,1,1
4223671,37.7559,-82.2574,3400,ANF,ML,2.9,WEST VIRGINIA,2013-01-31T21:53:39,2013/01/31 16:53:39-05,1,1
4310292,37.8177,-81.7448,10200,ANF,ML,2.4,WEST VIRGINIA,2013-02-01T20:59:23,2013/02/01 15:59:23-05,1,1
4310293,37.9821,-81.4342,14200,ANF,ML,2.7,WEST VIRGINIA,2013-02-01T21:08:14,2013/02/01 16:08:14-05,1,1
4225375,37.9721,-81.3687,3900,ANF,ML,2.8,WEST VIRGINIA,2013-03-07T21:27:05,2013/03/07 16:27:05-05,1,1
4225387,37.913,-81.5979,2200,ANF,ML,2.9,WEST VIRGINIA,2013-03-08T20:43:57,2013/03/08 15:43:57-05,1,1
4225429,38.4778,-80.5931,14900,ANF,ML,2.6,WEST VIRGINIA,2013-03-11T20:22:26,2013/03/11 16:22:26-04,1,1
4225446,38.037,-81.6805,11000,ANF,ML,2.6,WEST VIRGINIA,2013-03-12T19:41:17,2013/03/12 15:41:17-04,1,1
4225537,38.2469,-81.6088,4500,ANF,ML,2.6,WEST VIRGINIA,2013-03-18T21:08:10,2013/03/18 17:08:10-04,1,1
5005243,37.7449,-82.0602,1200,ANF,ML,2.1,WEST VIRGINIA,2014-09-05T17:02:20,2014/09/05 13:02:20-04,1,1
4310991,38.0278,-81.7286,11800,ANF,ML,2.4,WEST VIRGINIA,2013-04-18T20:15:11,2013/04/18 16:15:11-04,1,1
4374244,38.0381,-81.4413,5900,ANF,ML,2.6,WEST VIRGINIA,2013-09-17T20:34:58,2013/09/17 16:34:58-04,1,1
4369627,38.0404,-81.4797,12600,ANF,ML,2.4,WEST VIRGINIA,2013-05-31T21:01:24,2013/05/31 17:01:24-04,1,1
4374281,43.8603,-75.959,11600,ANF,ML,2.2,NEW YORK,2013-09-19T15:57:15,2013/09/19 11:57:15-04,1,1
4369240,37.2264,-81.79,1800,ANF,ML,2.5,WEST VIRGINIA,2013-05-10T21:18:44,2013/05/10 17:18:44-04,1,1
4371966,37.3439,-81.427,1600,ANF,ML,2.7,WEST VIRGINIA,2013-08-13T20:14:15,2013/08/13 16:14:15-04,1,1
4488339,43.5884,-75.343,15400,ANF,ML,1.8,NEW YORK,2013-10-01T15:58:41,2013/10/01 11:58:41-04,1,1
5007476,40.4763,-78.9038,14900,ANF,ML,2.2,PENNSYLVANIA,2014-10-06T13:45:14,2014/10/06 09:45:14-04,1,1
4766990,39.8449,-79.9427,6100,ANF,ML,2,WEST VIRGINIA,2014-03-27T16:10:11,2014/03/27 12:10:11-04,1,1
4767008,38.0206,-81.4454,5700,ANF,ML,2.7,WEST VIRGINIA,2014-03-28T16:44:56,2014/03/28 12:44:56-04,1,1
4812920,39.2166,-80.2029,3800,ANF,ML,2.2,WEST VIRGINIA,2014-04-02T19:01:32,2014/04/02 15:01:32-04,1,1
4812963,39.8162,-77.2338,4300,ANF,ML,1.6,VIRGINIA,2014-04-07T20:15:19,2014/04/07 16:15:19-04,1,1
5005341,38.1019,-81.3865,7900,ANF,ML,2.2,WEST VIRGINIA,2014-09-13T15:38:17,2014/09/13 11:38:17-04,1,1
usp000gdb5,40.582,-75.086,1000,NEIC,md,2.1,New Jersey,2008-07-28T15:20:09.500Z,2008/07/28 11:20:09-04,0,0
4812959,37.8595,-81.6324,10700,ANF,ML,2.2,WEST VIRGINIA,2014-04-07T10:37:26,2014/04/07 06:37:26-04,1,0
usp000fgz6,42.604,-74.119,15000,NEIC,md,3.1,New York,2007-07-24T01:56:48.790Z,2007/07/23 21:56:48-04,0,0
usp000fjdd,44.27,-76.48,5000,NEIC,ml,2.6,"southern Ontario, Canada",2007-08-11T07:31:20.000Z,2007/08/11 03:31:20-04,0,0
usp000fpbd,41.99,-80.6,5000,NEIC,mblg,2.8,"Lake Erie, Ohio",2007-09-28T08:46:05.810Z,2007/09/28 04:46:05-04,0,0
usp000fubs,42.787,-78.205,7000,NEIC,md,2.6,New York,2007-12-13T03:29:24.000Z,2007/12/12 22:29:24-05,0,0
usp000g0z6,43.03,-78.571,6000,NEIC,md,2.7,New York,2008-03-08T11:48:44.100Z,2008/03/08 06:48:44-05,0,0
usp000g1gm,41.336,-74.452,3000,NEIC,md,2.3,New York,2008-03-14T22:42:31.600Z,2008/03/14 18:42:31-04,0,0
5109378,41.4636,-77.3452,13900,ANF,ML,2.4,PENNSYLVANIA,2014-12-11T18:58:25,2014/12/11 13:58:25-05,1,1
5111774,42.5354,-73.8013,16500,ANF,ML,2.2,NEW YORK,2015-01-26T20:07:11,2015/01/26 15:07:11-05,1,1
4813014,40.7894,-78.4417,13500,ANF,ML,2.3,PENNSYLVANIA,2014-04-14T19:00:24,2014/04/14 15:00:24-04,1,1
usp000gxw4,42.828,-78.248,5000,NEIC,md,2.9,New York,2009-06-05T15:07:52.000Z,2009/06/05 11:07:52-04,0,0
usp000grwk,40.107,-77.003,1000,NEIC,,0,Pennsylvania,2008-12-31T05:34:08.800Z,2008/12/31 00:34:08-05,0,0
usp000gt45,43.255,-78.723,7000,NEIC,mblg,2.3,New York,2009-01-26T06:55:28.000Z,2009/01/26 01:55:28-05,0,0
usp000gtz4,40.948,-74.392,2000,NEIC,md,2.4,"Greater New York area, New Jersey",2009-02-14T22:22:22.000Z,2009/02/14 17:22:22-05,0,0
usp000gu4z,42.57,-74.103,9000,NEIC,md,2.7,New York,2009-02-18T03:41:50.720Z,2009/02/17 22:41:50-05,0,0
usp000gu5q,42.572,-74.101,10000,NEIC,md,2.4,New York,2009-02-18T16:20:23.000Z,2009/02/18 11:20:23-05,0,0
usp000gu7q,42.573,-74.096,8000,NEIC,md,2.7,New York,2009-02-20T18:04:19.700Z,2009/02/20 13:04:19-05,0,0
usp000guat,42.574,-74.095,7000,NEIC,md,2.1,New York,2009-02-23T15:46:20.290Z,2009/02/23 10:46:20-05,0,0
usp000gv9z,42.634,-74.115,16000,NEIC,md,2.8,New York,2009-03-22T09:21:01.270Z,2009/03/22 05:21:01-04,0,0
4815551,40.7318,-76.0968,13100,ANF,ML,1.7,PENNSYLVANIA,2014-06-04T13:09:10,2014/06/04 09:09:10-04,1,1
4815591,42.9856,-75.1895,15800,ANF,ML,2.4,NEW YORK,2014-06-09T15:16:06,2014/06/09 11:16:06-04,1,1
4815633,40.872,-78.2725,12300,ANF,ML,2.1,PENNSYLVANIA,2014-06-12T20:09:06,2014/06/12 16:09:06-04,1,1
4820517,43.0059,-76.4146,15600,ANF,ML,2,NEW YORK,2014-07-01T14:15:43,2014/07/01 10:15:43-04,1,1
4820543,42.5209,-73.8635,13300,ANF,ML,2.1,NEW YORK,2014-07-02T19:24:04,2014/07/02 15:24:04-04,1,1
4820585,39.25,-78.0872,15000,ANF,ML,1.4,VIRGINIA,2014-07-08T14:27:47,2014/07/08 10:27:47-04,1,1
5111763,38.0645,-81.5033,5300,ANF,ML,2.4,WEST VIRGINIA,2015-01-23T22:08:21,2015/01/23 17:08:21-05,1,1
5005372,38.0552,-81.4888,9200,ANF,ML,2.8,WEST VIRGINIA,2014-09-15T22:53:27,2014/09/15 18:53:27-04,1,1
5007513,41.4817,-77.3558,12500,ANF,ML,2.2,PENNSYLVANIA,2014-10-10T18:31:22,2014/10/10 14:31:22-04,1,1
4808618,44.0636,-75.8842,14600,ANF,ML,2.2,NEW YORK,2014-05-28T15:26:38,2014/05/28 11:26:38-04,1,1
usp000hn29,44.241,-73.538,23900,NEIC,md,2.4,New York,2010-10-13T17:30:43.500Z,2010/10/13 13:30:43-04,0,0
usp000hc1v,38.686,-80.815,100,NEIC,mblg,2.6,West Virginia,2010-04-29T01:36:21.000Z,2010/04/28 21:36:21-04,0,0
usp000hc2p,38.647,-80.872,1100,NEIC,mblg,2.7,West Virginia,2010-04-29T12:38:53.000Z,2010/04/29 08:38:53-04,0,0
usp000hc39,38.722,-80.803,5000,NEIC,mblg,2.5,West Virginia,2010-04-29T23:26:39.470Z,2010/04/29 19:26:39-04,0,0
usp000hcfs,38.623,-80.911,100,NEIC,md,2.4,West Virginia,2010-05-08T03:03:00.000Z,2010/05/07 23:03:00-04,0,0
usp000hdhe,44.794,-74.629,8000,NEIC,md,2.5,New York,2010-06-03T09:35:39.000Z,2010/06/03 05:35:39-04,0,0
usp000hdhp,40.086,-76.974,1500,NEIC,ml,2.9,Pennsylvania,2010-06-03T12:25:02.930Z,2010/06/03 08:25:02-04,0,0
usp000hdna,40.42,-74.31,5000,NEIC,md,2.3,"Greater New York area, New Jersey",2010-06-06T08:13:45.000Z,2010/06/06 04:13:45-04,0,0
4815632,40.5452,-79.072,12900,ANF,ML,2.4,PENNSYLVANIA,2014-06-12T16:31:49,2014/06/12 12:31:49-04,1,1
4815645,37.8937,-81.2832,9200,ANF,ML,2.4,WEST VIRGINIA,2014-06-13T20:50:56,2014/06/13 16:50:56-04,1,1
